Course Code,Course Title,HE Institution,Course Level,Category,2021,2022,2023,2024,2025,2026
MI002,Arts,Mary Immaculate College,8,Arts,280.0,300.0,280.0,280.0,280.0,280.0
MI003,Psychology,Mary Immaculate College,8,Social and behavioural sciences,,487.0,484.0,484.0,476.0,443.0
MI004,Education - Primary Teaching - International,Mary Immaculate College,8,Education,589.0,576.0,558.0,565.0,552.0,462.0
MI005,Education - Primary Teaching,Mary Immaculate College,8,Education,522.0,509.0,497.0,488.0,484.0,475.0
MI006,Education - Primary Teaching - Gaeltacht Applicants,Mary Immaculate College,8,Education,485.0,473.0,463.0,451.0,447.0,441.0
MI007,Early Childhood Care and Education,Mary Immaculate College,8,Education,409.0,409.0,390.0,376.0,376.0,388.0
MI008,Education and Psychology - Primary Teaching,Mary Immaculate College,8,Education,590.0,601.0,577.0,590.0,578.0,554.0
MI009,English Language and Literature,Mary Immaculate College,8,Education,434.0,414.0,419.0,387.0,283.0,
MI010,Drama and English,Mary Immaculate College,8,Arts,,,,,,308.0
MI010,Drama and English,Mary Immaculate College,8,Education,370.0,386.0,389.0,378.0,316.0,
MI016,"Education, Business Studies and Accounting",Mary Immaculate College,8,Education,,,,413.0,409.0,378.0
MI017,"Education, Business Studies and Religious Studies",Mary Immaculate College,8,Education,,,,367.0,346.0,337.0
MI018,"Education, Gaeilge and Religious Studies",Mary Immaculate College,8,Education,,,,431.0,407.0,400.0
MI019,"Education, Gaeilge and Business Studies",Mary Immaculate College,8,Education,,,,419.0,397.0,402.0
MI020,"Education, Mathematics and Gaeilge",Mary Immaculate College,8,Education,,,,476.0,443.0,433.0
MI021,"Education, Mathematics and Business Studies",Mary Immaculate College,8,Education,,,,414.0,403.0,402.0
MI022,"Education, Home Economics and Business Studies",Mary Immaculate College,8,Education,,,,531.0,473.0,478.0
MT510,Recreation and Leisure Management,Munster Technological University,7,Personal services,,368.0,331.0,328.0,307.0,327.0
MT511,"Health, Sport and Exercise Sciences",Munster Technological University,7,Personal services,,246.0,250.0,269.0,261.0,254.0
MT512,Health and Exercise Sciences with Massage Therapy,Munster Technological University,7,Personal services,,240.0,241.0,264.0,298.0,301.0
MT513,Coaching and Sports Performance,Munster Technological University,7,Personal services,,135.0,159.0,173.0,270.0,
MT541,Business (Common Entry),Munster Technological University,7,Business and administration,,244.0,206.0,225.0,250.0,233.0
MT550,Business (Common Entry),Munster Technological University,7,Business and administration,,255.0,250.0,250.0,250.0,241.0
MT551,Business Technology and Communications,Munster Technological University,7,Business and administration,,200.0,222.0,222.0,224.0,
MT552,Tourism Management,Munster Technological University,7,Personal services,,253.0,241.0,253.0,254.0,215.0
MT554,Hospitality Management,Munster Technological University,7,Personal services,,204.0,206.0,254.0,220.0,210.0
MT571,Early Childhood Education and Care,Munster Technological University,7,Welfare,,223.0,216.0,223.0,254.0,222.0
MT573,Social Care Work,Munster Technological University,7,Welfare,,351.0,301.0,290.0,290.0,295.0
MT574,Social Care,Munster Technological University,7,Welfare,,261.0,261.0,269.0,259.0,265.0
MT655,Culinary Studies,Munster Technological University,6,Personal services,,206.0,168.0,151.0,155.0,
MT680,Biological and Environmental Studies,Munster Technological University,6,Environment,,272.0,282.0,237.0,254.0,286.0
MT682,Pharmacy Technician,Munster Technological University,6,Health,,228.0,249.0,249.0,231.0,223.0
MT700,Software Development,Munster Technological University,7,Information and Communication Technologies (ICTs),,382.0,436.0,390.0,349.0,343.0
MT703,Computing (Common Entry) ,Munster Technological University,7,Information and Communication Technologies (ICTs),,245.0,235.0,235.0,250.0,240.0
MT705,Information Technology and Cybersecurity,Munster Technological University,7,Information and Communication Technologies (ICTs),,320.0,357.0,320.0,320.0,320.0
MT706,Computer Systems and Networking,Munster Technological University,7,Information and Communication Technologies (ICTs),,241.0,251.0,288.0,252.0,
MT711,"Animation, Visual Effects and Motion Design (portfolio)",Munster Technological University,7,Arts,,,730.0,295.0,335.0,400.0
MT731,Civil Engineering,Munster Technological University,7,Architecture and construction,,271.0,270.0,259.0,259.0,380.0
MT732,Civil Engineering,Munster Technological University,7,Architecture and construction,,0.0,267.0,254.0,266.0,303.0
MT736,Mechanical Engineering,Munster Technological University,7,Engineering and engineering trades,,307.0,292.0,310.0,320.0,361.0
MT739,Biomedical Engineering,Munster Technological University,7,Health,,357.0,328.0,324.0,337.0,381.0
MT745,Electrical Engineering,Munster Technological University,7,Engineering and engineering trades,,350.0,352.0,321.0,338.0,340.0
MT746,Electronic Engineering,Munster Technological University,7,Engineering and engineering trades,,338.0,332.0,330.0,307.0,310.0
MT747,Automotive Technology and Management,Munster Technological University,7,Transport services,,242.0,256.0,253.0,267.0,282.0
MT748,Agricultural Engineering,Munster Technological University,7,Agriculture,,259.0,272.0,270.0,280.0,
MT750,Agriculture (In year one students spend two days in Clonakilty Agricultural College and three days in Cork Campus),Munster Technological University,7,Agriculture,,330.0,331.0,289.0,289.0,371.0
MT758,Construction  (Common Entry),Munster Technological University,7,Architecture and construction,,261.0,271.0,270.0,260.0,380.0
MT759,Architectural Technology,Munster Technological University,7,Architecture and construction,,301.0,306.0,304.0,300.0,327.0
MT760,Interior Architecture,Munster Technological University,7,Arts,,380.0,400.0,318.0,319.0,350.0
MT761,Environmental Engineering,Munster Technological University,7,Engineering and engineering trades,,282.0,290.0,270.0,260.0,307.0
MT764,Marine Engineering,Munster Technological University,7,Engineering and engineering trades,,223.0,223.0,225.0,227.0,242.0
MT765,Marine Electrotechnology,Munster Technological University,7,Engineering and engineering trades,,252.0,233.0,282.0,230.0,245.0
MT766,Nautical Science,Munster Technological University,7,Transport services,,266.0,241.0,237.0,230.0,241.0
MT770,Physical Sciences (Common Entry),Munster Technological University,7,Physical sciences,,317.0,326.0,308.0,326.0,356.0
MT772,Pharmaceutical Science (Degree Award option - Biopharmaceutics),Munster Technological University,7,Physical sciences,,276.0,282.0,308.0,288.0,293.0
MT774,Analytical and Pharmaceutical Chemistry,Munster Technological University,7,Physical sciences,,307.0,341.0,320.0,337.0,351.0
MT775,Applied Biosciences,Munster Technological University,7,Biological and related sciences,,400.0,412.0,400.0,440.0,440.0
MT777,Agricultural Science (Semester 2 of year 2 is in Teagasc Clonakilty Agricultural College),Munster Technological University,7,Biological and related sciences,,233.0,239.0,253.0,259.0,288.0
MT781,Animal Bioscience,Munster Technological University,7,Veterinary,,234.0,278.0,275.0,271.0,301.0
MT782,Applied Physics and Instrumentation,Munster Technological University,7,Physical sciences,,312.0,331.0,319.0,332.0,347.0
MT784,Veterinary Nursing,Munster Technological University,7,Veterinary,,,451.0,351.0,390.0,391.0
MT800,Software Development,Munster Technological University,8,Information and Communication Technologies (ICTs),,455.0,498.0,453.0,442.0,420.0
MT802,Computer Systems,Munster Technological University,8,Information and Communication Technologies (ICTs),,389.0,410.0,381.0,351.0,341.0
MT803,Computing (Common Entry),Munster Technological University,8,Information and Communication Technologies (ICTs),,308.0,307.0,308.0,308.0,317.0
MT805,IT Management and Cybersecurity,Munster Technological University,8,Information and Communication Technologies (ICTs),,346.0,353.0,348.0,349.0,357.0
MT811,"Animation, Visual Effects and Motion Design (portfolio)",Munster Technological University,8,Arts,,,925.0,430.0,410.0,400.0
MT820,"Contemporary Applied Art (Ceramics, Glass, Textiles - portfolio)",Munster Technological University,8,Arts,,400.0,320.0,500.0,450.0,300.0
MT821,Fine Art (portfolio),Munster Technological University,8,Arts,,400.0,400.0,240.0,340.0,300.0
MT822,Photography with New Media,Munster Technological University,8,Arts,,500.0,303.0,279.0,288.0,264.0
MT823,Visual Communications (portfolio),Munster Technological University,8,Arts,,280.0,360.0,240.0,240.0,240.0
MT824,Creative Digital Media,Munster Technological University,8,Arts,,371.0,410.0,384.0,403.0,346.0
MT830,Engineering (Common Entry),Munster Technological University,8,Engineering and engineering trades,,466.0,467.0,454.0,487.0,499.0
MT831,Structural Engineering,Munster Technological University,8,Architecture and construction,,434.0,433.0,424.0,413.0,412.0
MT832,Civil Engineering,Munster Technological University,8,Architecture and construction,,362.0,327.0,340.0,321.0,356.0
MT833,Instrument Engineering,Munster Technological University,8,Physical sciences,,320.0,331.0,316.0,346.0,347.0
MT834,Mechanical and Manufacturing Engineering,Munster Technological University,8,Engineering and engineering trades,,,848.0,648.0,614.0,748.0
MT836,Mechanical Engineering,Munster Technological University,8,Engineering and engineering trades,,465.0,460.0,453.0,466.0,465.0
MT837,Sustainable Energy Engineering,Munster Technological University,8,Environment,,380.0,367.0,400.0,408.0,409.0
MT838,Chemical and Biopharmaceutical Engineering,Munster Technological University,8,Engineering and engineering trades,,465.0,465.0,454.0,477.0,487.0
MT839,Biomedical Engineering,Munster Technological University,8,Health,,466.0,454.0,455.0,465.0,465.0
MT844,Smart Product Engineering,Munster Technological University,8,Engineering and engineering trades,,427.0,409.0,380.0,373.0,392.0
MT845,Electrical Engineering,Munster Technological University,8,Engineering and engineering trades,,409.0,379.0,361.0,380.0,392.0
MT846,Electronic Engineering,Munster Technological University,8,Engineering and engineering trades,,412.0,362.0,351.0,347.0,350.0
MT847,Automotive Business Management and Technology,Munster Technological University,8,Transport services,,318.0,310.0,329.0,318.0,328.0
MT848,Agricultural Engineering,Munster Technological University,8,Agriculture,,301.0,301.0,310.0,305.0,
MT856,Construction Management,Munster Technological University,8,Architecture and construction,,336.0,339.0,339.0,379.0,390.0
MT857,Quantity Surveying,Munster Technological University,8,Architecture and construction,,391.0,389.0,389.0,421.0,425.0
MT859,Architectural Technology,Munster Technological University,8,Architecture and construction,,375.0,362.0,368.0,368.0,378.0
MT860,Interior Architecture,Munster Technological University,8,Architecture and construction,,462.0,431.0,360.0,398.0,400.0
MT870,Physical Sciences (Common Entry),Munster Technological University,8,Physical sciences,,317.0,326.0,327.0,337.0,336.0
MT871,Biomedical Science (offered jointly MTU Cork Campus and UCC),Munster Technological University,8,Biological and related sciences,,589.0,569.0,556.0,555.0,555.0
MT872,Pharmaceutical Science (Degree Award option: Biopharmaceutics),Munster Technological University,8,Physical sciences,,308.0,318.0,308.0,309.0,328.0
MT873,Pharmaceutical Biotechnology,Munster Technological University,8,Biological and related sciences,,441.0,451.0,442.0,442.0,441.0
MT874,Analytical Chemistry with Quality Assurance,Munster Technological University,8,Physical sciences,,336.0,396.0,380.0,370.0,351.0
MT875,Biological Sciences (Common Entry),Munster Technological University,8,Biological and related sciences,,462.0,473.0,442.0,456.0,444.0
MT876,Nutrition and Health Science,Munster Technological University,8,Health,,400.0,402.0,397.0,388.0,389.0
MT877,Agricultural Science (Semester 2 of year 2 is in Teagasc Clonakilty Agricultural College),Munster Technological University,8,Biological and related sciences,,307.0,308.0,299.0,331.0,308.0
MT878,Environmental Science and Sustainable Technology,Munster Technological University,8,Environment,,336.0,341.0,317.0,339.0,317.0
MT879,Agri-Biosciences,Munster Technological University,8,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",,349.0,369.0,357.0,370.0,350.0
MT880,Wildlife Biology,Munster Technological University,8,Environment,,310.0,320.0,317.0,349.0,375.0
MT881,Veterinary Bioscience,Munster Technological University,8,Veterinary,,308.0,300.0,300.0,306.0,326.0
MT906,Physical Education Studies with Business,Munster Technological University,8,Education,,,451.0,451.0,401.0,369.0
MT910,Sport and Exercise Management,Munster Technological University,8,Personal services,,401.0,408.0,408.0,402.0,387.0
MT911,"Health, Sport and Exercise Sciences",Munster Technological University,8,Personal services,,306.0,308.0,302.0,328.0,317.0
MT912,Health and Exercise Sciences with Massage Therapy,Munster Technological University,8,Personal services,,317.0,319.0,307.0,326.0,318.0
MT913,Coaching and Sports Performance,Munster Technological University,8,Personal services,,318.0,310.0,300.0,300.0,
MT915,Coaching Science and Sports Pedagogy,Munster Technological University,8,Personal services,,447.0,442.0,411.0,408.0,388.0
MT926,General Nursing,Munster Technological University,8,Health,,433.0,371.0,352.0,380.0,390.0
MT927,Mental Health Nursing,Munster Technological University,8,Health,,388.0,337.0,327.0,341.0,347.0
MT929,Food Business,Munster Technological University,8,Business and administration,,,,,389.0,339.0
MT930,Home Economics and Business (First three years in MTU; Final two years in UCC),Munster Technological University,8,Education,,532.0,488.0,495.0,484.0,456.0
MT931,"Popular Music - Electric Guitar (entrance assessment,audition)",Munster Technological University,8,Arts,,,600.0,446.0,429.0,379.0
MT932,"Popular Music - Electric Bass (entrance assessment,audition)",Munster Technological University,8,Arts,,,600.0,463.0,400.0,452.0
MT933,"Popular Music - Keyboards (entrance assessment,audition)",Munster Technological University,8,Arts,,,566.0,552.0,312.0,407.0
MT934,"Popular Music - Drums (entrance assessment,audition)",Munster Technological University,8,Arts,,,450.0,567.0,422.0,402.0
MT935,"Popular Music - Voice (entrance assessment,audition)",Munster Technological University,8,Arts,,,558.0,445.0,431.0,448.0
MT936,"Music (entrance assessment,audition)",Munster Technological University,8,Arts,,520.0,324.0,321.0,297.0,372.0
MT938,"Musical Theatre (entrance assessment,audition)",Munster Technological University,8,Arts,,562.0,556.0,525.0,465.0,417.0
MT939,"Theatre and Drama Studies (entrance assessment,audition)",Munster Technological University,8,Arts,,480.0,355.0,465.0,280.0,402.0
MT940,Event Management (3 Year Programme),Munster Technological University,8,Personal services,,300.0,307.0,309.0,272.0,289.0
MT941,Business (Common Entry),Munster Technological University,8,Business and administration,,309.0,300.0,306.0,301.0,301.0
MT942,Accounting,Munster Technological University,8,Business and administration,,309.0,293.0,301.0,303.0,307.0
MT943,Marketing,Munster Technological University,8,Business and administration,,351.0,340.0,337.0,358.0,319.0
MT944,Business Information Systems,Munster Technological University,8,Business and administration,,346.0,360.0,348.0,351.0,359.0
MT945,International Business with Language,Munster Technological University,8,Business and administration,,336.0,355.0,333.0,337.0,347.0
MT946,Global Business and Pilot Studies,Munster Technological University,8,Business and administration,,318.0,317.0,319.0,329.0,346.0
MT947,Tourism Management,Munster Technological University,8,Personal services,,268.0,292.0,291.0,280.0,260.0
MT948,Hospitality Management,Munster Technological University,8,Personal services,,,326.0,317.0,308.0,302.0
MT951,Business Technology and Communications,Munster Technological University,8,Business and administration,,,,,270.0,300.0
MT970,Montessori Education,Munster Technological University,8,Education,,380.0,347.0,338.0,339.0,347.0
MT971,Early Childhood Education and Care,Munster Technological University,8,Welfare,,307.0,301.0,306.0,307.0,307.0
MT972,Early Childhood Education and Care,Munster Technological University,8,Welfare,,,,329.0,340.0,348.0
MT974,Social Care,Munster Technological University,8,Welfare,,307.0,301.0,308.0,308.0,308.0
MU001,Theology and Arts (jointly awarded with Maynooth University),"Pontifical University, St Patrick's College",8,Interdisciplinary programmes and qualifications involving arts and humanities,294.0,290.0,290.0,290.0,290.0,
MU001,Theology and Arts (jointly awarded with Maynooth University),St Patrick`s Pontifical University  Maynooth,8,Humanities (except languages),,,,,,312.0
MU002,Theology,"Pontifical University, St Patrick's College",8,Interdisciplinary programmes and qualifications involving arts and humanities,,326.0,,371.0,408.0,
MU002,Theology,St Patrick`s Pontifical University  Maynooth,8,Humanities (except languages),,,,,,321.0
MU004,Philosophy,"Pontifical University, St Patrick's College",8,Humanities (except languages),,,,,329.0,
MU004,Philosophy,St Patrick`s Pontifical University  Maynooth,8,Humanities (except languages),,,,,,326.0
NC003,Computing,National College of Ireland (NCI),8,Information and Communication Technologies (ICTs),271.0,260.0,260.0,260.0,262.0,265.0
NC005,Human Resource Management,National College of Ireland (NCI),8,Business and administration,301.0,295.0,280.0,281.0,271.0,270.0
NC009,Business,National College of Ireland (NCI),8,Business and administration,300.0,292.0,280.0,270.0,270.0,271.0
NC010,Psychology,National College of Ireland (NCI),8,Social and behavioural sciences,420.0,400.0,391.0,392.0,385.0,370.0
NC020,Marketing Practice,National College of Ireland (NCI),8,Business and administration,270.0,234.0,0.0,0.0,227.0,
NC022,Accounting and Finance,National College of Ireland (NCI),8,Business and administration,330.0,334.0,331.0,330.0,336.0,333.0
NC025,Data Science,National College of Ireland (NCI),8,Information and Communication Technologies (ICTs),,390.0,323.0,341.0,290.0,
NC030,Early Childhood Education and Care,National College of Ireland (NCI),8,Education,251.0,212.0,0.0,0.0,228.0,
NC102,Computing,National College of Ireland (NCI),6,Information and Communication Technologies (ICTs),225.0,228.0,0.0,0.0,154.0,
NC103,Business,National College of Ireland (NCI),6,Business and administration,252.0,250.0,0.0,0.0,129.0,
NC105,Data Science,National College of Ireland (NCI),6,Information and Communication Technologies (ICTs),,325.0,0.0,0.0,200.0,
PC404,Applied Social Studies - Professional Social Care,"Carlow College, St. Patrick`s",7,Welfare,200.0,108.0,190.0,192.0,196.0,
PC410,Arts and Humanities,"Carlow College, St. Patrick`s",8,Humanities (except languages),262.0,261.0,252.0,280.0,278.0,
PC411,English and History,"Carlow College, St. Patrick`s",8,Humanities (except languages),243.0,242.0,242.0,292.0,291.0,
PC414,Psychology,"Carlow College, St. Patrick`s",8,Social and behavioural sciences,,300.0,298.0,298.0,306.0,
RC001,Medicine (Undergraduate Entry - HPAT required),RCSI University of Medicine & Health Sciences,8,Health,741.0,741.0,734.0,732.0,733.0,734.0
RC004,Physiotherapy,RCSI University of Medicine & Health Sciences,8,Health,589.0,589.0,578.0,569.0,566.0,555.0
RC005,Pharmacy,RCSI University of Medicine & Health Sciences,8,Health,613.0,613.0,601.0,601.0,589.0,578.0
RC006,Advanced Therapeutic Technologies,RCSI University of Medicine & Health Sciences,8,Health,,487.0,487.0,487.0,487.0,498.0
RC007,Dentistry,RCSI University of Medicine & Health Sciences,8,Health,,,,,613.0,613.0
RC101,Medicine (Graduate Entry - GAMSAT required),RCSI University of Medicine & Health Sciences,8,Health,,,,56.0,58.0,
SC601,Strength and Conditioning,Setanta College,6,Personal services,,,410.0,370.0,222.0,308.0
SC701,Strength and Conditioning,Setanta College,7,Personal services,,,341.0,276.0,244.0,349.0
SC801,Strength and Conditioning,Setanta College,8,Personal services,,,,382.0,222.0,261.0
SE200,Arts,South East Technological University,8,Arts,,,210.0,0.0,0.0,208.0
SE201,Design (Visual Communications),South East Technological University,8,Arts,,,283.0,292.0,301.0,314.0
SE202,Product Design Innovation,South East Technological University,8,Arts,,,235.0,245.0,252.0,252.0
SE203,Visual Art,South East Technological University,8,Arts,,,260.0,260.0,271.0,279.0
SE204,Visual Communications and Design,South East Technological University,8,Arts,,,346.0,220.0,235.0,290.0
SE205,Psychology,South East Technological University,8,Social and behavioural sciences,,,421.0,440.0,433.0,433.0
SE206,Music (audition),South East Technological University,8,Arts,,,296.0,270.0,282.0,338.0
SE207,Art (portfolio),South East Technological University,8,Arts,,,700.0,700.0,700.0,700.0
SE208,TV and Media Production,South East Technological University,8,Arts,,,322.0,341.0,311.0,320.0
SE209,Design,South East Technological University,7,Arts,,,257.0,280.0,308.0,250.0
SE210,Visual Communications and Design,South East Technological University,7,Arts,,,305.0,195.0,214.0,245.0
SE211,Art (portfolio),South East Technological University,7,Arts,,,700.0,700.0,700.0,700.0
SE212,TV and Media Production,South East Technological University,7,Arts,,,282.0,299.0,270.0,272.0
SE300,Content Creation and Social Media,South East Technological University,8,Information and Communication Technologies (ICTs),,,,307.0,308.0,316.0
SE301,Content Creation and Social Media,South East Technological University,7,Information and Communication Technologies (ICTs),,,,233.0,224.0,244.0
SE400,Business - with/without a language,South East Technological University,8,Business and administration,,,271.0,270.0,273.0,273.0
SE401,Business,South East Technological University,8,Business and administration,,,260.0,260.0,260.0,261.0
SE402,Business,South East Technological University,8,Business and administration,,,340.0,323.0,328.0,269.0
SE403,Business with Law,South East Technological University,8,Business and administration,,,260.0,270.0,271.0,274.0
SE404,Law (LLB),South East Technological University,8,Law,,,301.0,319.0,325.0,319.0
SE405,Law (LLB),South East Technological University,8,Law,,,280.0,287.0,300.0,301.0
SE406,Criminal Justice Studies,South East Technological University,8,Law,,,270.0,288.0,287.0,288.0
SE407,Accounting,South East Technological University,8,Business and administration,,,319.0,318.0,319.0,318.0
SE408,Accounting,South East Technological University,8,Business and administration,,,323.0,304.0,308.0,309.0
SE409,Public Relations and Media,South East Technological University,8,Business and administration,,,244.0,244.0,276.0,281.0
SE410,Marketing and Digital Media,South East Technological University,8,Business and administration,,,290.0,293.0,300.0,306.0
SE411,Digital Marketing with Analytics,South East Technological University,8,Business and administration,,,280.0,280.0,290.0,302.0
SE412,International Business,South East Technological University,8,Business and administration,,,272.0,279.0,290.0,290.0
SE413,Business Information Systems,South East Technological University,8,Business and administration,,,272.0,282.0,319.0,305.0
SE414,Business,South East Technological University,7,Business and administration,,,214.0,210.0,211.0,214.0
SE415,Business,South East Technological University,7,Business and administration,,,207.0,206.0,206.0,211.0
SE416,Business,South East Technological University,7,Business and administration,,,358.0,250.0,179.0,198.0
SE417,Public Relations and Media,South East Technological University,7,Journalism and information,,,204.0,190.0,202.0,207.0
SE418,Digital Marketing with Analytics,South East Technological University,7,Business and administration,,,216.0,251.0,258.0,227.0
SE419,Fashion Buying and Retail Management,South East Technological University,7,Business and administration,,,210.0,152.0,206.0,210.0
SE420,Business,South East Technological University,6,Business and administration,,,0.0,0.0,152.0,
SE421,Business with Law,South East Technological University,6,Business and administration,,,217.0,249.0,262.0,250.0
SE422,Legal Studies,South East Technological University,6,Law,,,205.0,212.0,220.0,216.0
SE423,Legal Studies,South East Technological University,6,Law,,,197.0,204.0,204.0,215.0
SE500,Science,South East Technological University,8,Biological and related sciences,,,277.0,279.0,279.0,297.0
SE501,Science,South East Technological University,8,Biological and related sciences,,,299.0,299.0,308.0,308.0
SE502,Agricultural Science,South East Technological University,8,Agriculture,,,382.0,379.0,381.0,368.0
SE503,Sustainable Farm Management and Agribusiness,South East Technological University,8,Agriculture,,,269.0,262.0,280.0,292.0
SE504,Pharmaceutical Science,South East Technological University,8,Physical sciences,,,273.0,283.0,289.0,300.0
SE505,Forestry,South East Technological University,7,Forestry ,,,226.0,270.0,271.0,254.0
SE506,Horticulture,South East Technological University,7,Agriculture,,,282.0,242.0,217.0,310.0
SE507,Horticulture,South East Technological University,7,Agriculture,,,181.0,179.0,206.0,
SE508,Agriculture,South East Technological University,7,Agriculture,,,321.0,338.0,315.0,318.0
SE509,Sustainable Farm Management and Agribusiness,South East Technological University,7,Agriculture,,,241.0,211.0,252.0,167.0
SE510,Food Science,South East Technological University,7,Biological and related sciences,,,328.0,328.0,336.0,366.0
SE511,Pharmaceutical Science,South East Technological University,7,Physical sciences,,,171.0,207.0,223.0,228.0
SE512,Science,South East Technological University,7,Biological and related sciences,,,265.0,276.0,285.0,291.0
SE513,Analytical Science,South East Technological University,7,Physical sciences,,,339.0,357.0,359.0,368.0
SE514,Molecular Biology with Biopharmaceutical Science,South East Technological University,7,Biological and related sciences,,,243.0,266.0,269.0,268.0
SE515,Biosciences,South East Technological University,7,Biological and related sciences,,,244.0,246.0,233.0,244.0
SE516,Science - Applied Biology or Applied Chemistry,South East Technological University,6,Biological and related sciences,,,259.0,171.0,290.0,307.0
SE519,Applied Microbiology,South East Technological University,8,Biological and related sciences,,,,,312.0,327.0
SE520,Applied Microbiology,South East Technological University,7,Biological and related sciences,,,,,268.0,280.0
SE521,Brewing and Distilling,South East Technological University,8,Manufacturing and processing,,,321.0,388.0,370.0,357.0
SE600,Computer Science,South East Technological University,8,Information and Communication Technologies (ICTs),,,306.0,309.0,309.0,306.0
SE601,Information Technology Management,South East Technological University,8,Information and Communication Technologies (ICTs),,,322.0,308.0,309.0,325.0
SE602,Computer Forensics and Security,South East Technological University,8,Information and Communication Technologies (ICTs),,,309.0,301.0,309.0,328.0
SE603,Software Development,South East Technological University,8,Information and Communication Technologies (ICTs),,,327.0,309.0,318.0,328.0
SE604,Software Systems Development,South East Technological University,8,Information and Communication Technologies (ICTs),,,299.0,300.0,320.0,323.0
SE605,Creative Computing,South East Technological University,8,Information and Communication Technologies (ICTs),,,326.0,338.0,336.0,342.0
SE606,Cyber Crime and IT Security,South East Technological University,8,Information and Communication Technologies (ICTs),,,313.0,317.0,309.0,312.0
SE607,Computer Games Development,South East Technological University,8,Information and Communication Technologies (ICTs),,,299.0,299.0,308.0,304.0
SE608,Computing in Interactive Digital Art and Design,South East Technological University,8,Arts,,,314.0,319.0,321.0,330.0
SE609,Software Development,South East Technological University,7,Information and Communication Technologies (ICTs),,,270.0,263.0,244.0,255.0
SE610,Software Systems Development,South East Technological University,7,Information and Communication Technologies (ICTs),,,213.0,211.0,224.0,242.0
SE611,Creative Computing,South East Technological University,7,Information and Communication Technologies (ICTs),,,253.0,241.0,222.0,236.0
SE612,Cyber Crime and IT Security,South East Technological University,7,Information and Communication Technologies (ICTs),,,243.0,225.0,244.0,225.0
SE613,Information Technology,South East Technological University,7,Information and Communication Technologies (ICTs),,,196.0,204.0,204.0,
SE614,Information Technology Management,South East Technological University,7,Information and Communication Technologies (ICTs),,,255.0,255.0,290.0,
SE615,Computing in Interactive Digital Art and Design,South East Technological University,7,Arts,,,241.0,259.0,228.0,223.0
SE616,Computing - Applications or Programming,South East Technological University,6,Information and Communication Technologies (ICTs),,,236.0,244.0,216.0,269.0
SE618,Computer Games Programming,South East Technological University,7,Information and Communication Technologies (ICTs),,,,307.0,308.0,309.0
SE700,Engineering,South East Technological University,8,Engineering and engineering trades,,,291.0,272.0,307.0,309.0
SE701,Architecture,South East Technological University,8,Architecture and construction,,,368.0,402.0,409.0,420.0
SE702,Architectural Technology,South East Technological University,8,Architecture and construction,,,269.0,330.0,331.0,332.0
SE703,Architectural and Building Information Modelling Technology,South East Technological University,8,Architecture and construction,,,311.0,305.0,308.0,317.0
SE704,Quantity Surveying,South East Technological University,8,Architecture and construction,,,262.0,280.0,283.0,291.0
SE705,Quantity Surveying,South East Technological University,8,Architecture and construction,,,307.0,307.0,312.0,328.0
SE706,Construction Management,South East Technological University,8,Architecture and construction,,,292.0,298.0,300.0,310.0
SE707,Construction Management and Engineering,South East Technological University,8,Architecture and construction,,,262.0,263.0,270.0,281.0
SE708,Electronic Engineering,South East Technological University,8,Engineering and engineering trades,,,289.0,289.0,299.0,334.0
SE709,Biomedical Electronics,South East Technological University,8,Engineering and engineering trades,,,282.0,288.0,288.0,289.0
SE710,Robotics and Automated Systems,South East Technological University,8,Engineering and engineering trades,,,301.0,308.0,309.0,350.0
SE711,Mechanical Engineering,South East Technological University,8,Engineering and engineering trades,,,343.0,433.0,433.0,465.0
SE712,Mechanical and Manufacturing Engineering,South East Technological University,8,Engineering and engineering trades,,,264.0,264.0,272.0,272.0
SE713,Civil Engineering,South East Technological University,8,Architecture and construction,,,428.0,433.0,444.0,415.0
SE714,Aerospace Engineering,South East Technological University,8,Engineering and engineering trades,,,403.0,440.0,462.0,485.0
SE716,Architectural Technology,South East Technological University,7,Architecture and construction,,,225.0,234.0,238.0,244.0
SE717,Architectural Technology,South East Technological University,7,Architecture and construction,,,225.0,273.0,289.0,292.0
SE719,Civil Engineering,South East Technological University,7,Architecture and construction,,,200.0,206.0,219.0,242.0
SE720,Electrical Engineering,South East Technological University,7,Engineering and engineering trades,,,188.0,207.0,216.0,215.0
SE721,Electronic Engineering,South East Technological University,7,Engineering and engineering trades,,,246.0,206.0,215.0,224.0
SE722,Electronic Engineering,South East Technological University,7,Engineering and engineering trades,,,220.0,243.0,242.0,261.0
SE723,Mechanical Engineering,South East Technological University,7,Engineering and engineering trades,,,167.0,200.0,204.0,200.0
SE724,Mechanical Engineering,South East Technological University,7,Engineering and engineering trades,,,338.0,360.0,368.0,407.0
SE725,Manufacturing Engineering,South East Technological University,7,Engineering and engineering trades,,,295.0,280.0,322.0,330.0
SE726,Construction Management,South East Technological University,7,Architecture and construction,,,270.0,261.0,261.0,264.0
SE727,Biomedical Electronics,South East Technological University,7,Engineering and engineering trades,,,310.0,323.0,356.0,356.0
SE728,Robotics and Automated Systems,South East Technological University,7,Engineering and engineering trades,,,261.0,266.0,271.0,290.0
SE729,Aircraft Systems,South East Technological University,7,Engineering and engineering trades,,,327.0,357.0,410.0,421.0
